,Name,dist_obj
1080,J94T00G,"['K00Y01X', 'K02PE9N', 'K02TU1J', 'K04PB7U', 'K13GD7P', 'K13RF8Q', 'K13SA0W', 'K15VH0Y', 'K15VH2X', 'K21L44J']"
1081,J94T00H,"['J99RP7K', 'K03UT2H', 'K05EV8W', 'K13J63W', 'K13TI7C', 'K15G56Y', 'K15G57G', 'K20K55M']"
1082,J94T02G,"['J99CD1W', 'J99H12H', 'K00P30B', 'K15VH1R']"
1083,J95D02B,[]
1084,J95F21B,['K15MF0L']
1085,J95G00J,[]
1086,J95G07A,['K02TU1A']
1087,J95G07Y,"['K11Uf2B', 'K13U18C', 'K14UN1K']"
1088,J95K01J,['K04D77F']
1089,J95K01K,[]
1090,J95Y03Y,[]
1091,J96A20R,[]
1092,J96A20S,[]
1093,J96K01V,[]
1094,J96K01X,['J97U25G']
1095,J96K01Y,[]
1096,J96P00W,[]
1097,J96R20Q,[]
1098,J96R33X,[]
1099,J97C29W,[]
1100,J97G45A,[]
1101,J97M10D,[]
1102,J97Q04H,"['K02V95C', 'K04XI6X']"
1103,J97R06Y,"['K00SX1J', 'K02TU1L', 'K10TI2L', 'K13TM8W', 'K14Od4C', 'K20K54J']"
1104,J97R09X,['K02PF3B']
1105,J97R13L,[]
1106,J97S27O,[]
1107,J97T08X,[]
1108,J97U25G,['K14UM8C']
1109,J98FE4S,"['K00P30B', 'K03YH9S']"
1110,J98HF1L,[]
1111,J98HF1N,[]
1112,J98HF1O,[]
1113,J98HF1R,[]
1114,J98K61Y,['K01OA8S']
1115,J98K65S,"['K02TU1C', 'K04PB2E', 'K05P21N']"
1116,J98K66D,[]
1117,J98K66E,"['J99JD2H', 'J99O04A', 'K00P30M', 'K02F36W', 'K02PE9O', 'K02PH0Y', 'K03B91F', 'K15KJ9L', 'K15RR9M', 'K15VG8Q', 'K15VH2Z', 'K16R82H']"
1118,J98K66F,[]
1119,J98K66G,['K15VH1L']
1120,J98Q01J,[]
1121,J98U43R,[]
1122,J98W24U,[]
1123,J98W24V,[]
1124,J98W24X,[]
1125,J98W24Z,[]
1126,J98W31S,[]
1127,J98W31V,[]
1128,J98W31W,[]
1129,J98W31Y,[]
1130,J98W31Z,[]
1131,J99CB8W,"['K03Q91C', 'K20P95G']"
1132,J99CB8X,[]
1133,J99CB8Y,[]
1134,J99CB8Z,[]
1135,J99CB9A,"['K02PF3P', 'K02TU1E']"
1136,J99CB9B,[]
1137,J99CB9C,[]
1138,J99CB9D,[]
1139,J99CB9H,[]
1140,J99CB9J,[]
1141,J99CB9K,"['J99JD2H', 'K01FI5T', 'K04D64G', 'K04D64N', 'K15VG8Q']"
1142,J99CB9M,[]
1143,J99CB9N,[]
1144,J99CD1W,['K01QT7S']
1145,J99CD1Y,[]
1146,J99CD1Z,"['K01DA8S', 'K03WI8V']"
1147,J99CD2A,[]
1148,J99CD3Q,[]
1149,J99CD3R,"['K15G58O', 'K15VG8Q']"
1150,J99CF3M,[]
1151,J99CF3N,[]
1152,J99CF3P,[]
1153,J99CF3Q,[]
1154,J99CF3R,"['K01DA8Q', 'K02PF2W', 'K02TU1E']"
1155,J99CF3S,[]
1156,J99CF3T,[]
1157,J99CF4G,[]
1158,J99CF4H,"['K00SX1E', 'K03Q91C', 'K04D77F']"
1159,J99CF8K,[]
1160,J99D00A,[]
1161,J99D07Z,[]
1162,J99D08A,[]
1163,J99D08B,['K01OA8U']
1164,J99D08C,['K03WI8V']
1165,J99D08D,[]
1166,J99D08E,"['K01XP4V', 'K02G33B']"
1167,J99D08F,['K04D71L']
1168,J99D08G,[]
1169,J99D08H,[]
1170,J99D08L,"['K00Y02F', 'K01XP4X', 'K15G57D', 'K15VG8X']"
1171,J99D08M,"['K00CA4N', 'K03G55F', 'K13U18A', 'K15G56T', 'K15G57N']"
1172,J99D08N,['K04D71L']
1173,J99D08O,"['K13TH2L', 'K15VG9X']"
1174,J99D08P,[]
1175,J99D08Q,[]
1176,J99D08R,[]
1177,J99G46S,[]
1178,J99H11S,[]
1179,J99H11Y,[]
1180,J99H11Z,['K02PF2T']
